log_PAX	DateOfDeparture	Holiday_cleaned	Weekday	WeeksToDeparture	std_wtd	Departure	Arrival	Month	Day	Year
10.8653	2011-12-19	Regular	Monday	10.8636	7.16669	MCO	ATL	12	19	2011
7.86928	2012-07-21	Regular	Saturday	6.16667	4.76413	BOS	PHL	7	21	2012
10.4271	2013-02-23	Regular	Saturday	13	9.83463	LAS	LAX	2	23	2013
9.14822	2012-11-22	Thanksgiving Day	Thursday	9.21053	6.04225	EWR	ATL	11	22	2012
10.8208	2011-11-01	Regular	Tuesday	12.8462	9.70234	MIA	JFK	11	1	2011
10.4819	2012-04-13	Regular	Friday	11.7778	11.9635	ORD	SEA	4	13	2012
11.0486	2011-12-15	Regular	Thursday	10.9048	7.98063	ATL	DEN	12	15	2011
10.5613	2011-12-13	Regular	Tuesday	10.9474	9.3302	MSP	ATL	12	13	2011
12.3263	2012-02-28	Regular	Tuesday	11.5652	9.34601	MCO	ATL	2	28	2012
12.5263	2012-07-29	Regular	Sunday	14.871	10.8128	SFO	LAX	7	29	2012
12.1415	2012-10-11	Regular	Thursday	9.05882	7.24975	ORD	PHL	10	11	2012
12.5972	2012-06-11	Regular	Monday	12.1739	9.38883	ORD	LAX	6	11	2012
11.6488	2012-04-26	Regular	Thursday	11.1053	12.1239	EWR	ATL	4	26	2012
10.8981	2012-09-15	Regular	Saturday	16.9688	11.5101	SFO	ORD	9	15	2012
11.7405	2012-01-09	Regular	Monday	9.85714	7.45846	DEN	DFW	1	9	2012
11.1171	2012-04-10	Regular	Tuesday	11.3	10.2706	DEN	LAX	4	10	2012
10.5677	2011-12-07	Regular	Wednesday	8.125	5.79511	DEN	SEA	12	7	2011
11.3218	2012-11-15	Regular	Thursday	12.5385	9.53407	ATL	MIA	11	15	2012
9.69507	2012-10-16	Regular	Tuesday	13.875	10.6906	MIA	JFK	10	16	2012
10.4751	2012-07-10	Regular	Tuesday	13.4483	9.19855	JFK	MCO	7	10	2012
11.7405	2012-01-26	Regular	Thursday	17.6061	12.3818	LAS	LAX	1	26	2012
10.6187	2012-06-19	Juneteenth	Tuesday	13.6786	8.51166	DEN	SEA	6	19	2012
11.1552	2012-07-29	Regular	Sunday	13.5357	9.97583	SEA	LAX	7	29	2012
10.8543	2012-10-18	Regular	Thursday	6.71429	4.59814	DFW	PHL	10	18	2012
11.0929	2012-01-24	Regular	Tuesday	17.3448	13.5179	DEN	LAX	1	24	2012
12.2203	2012-05-13	Regular	Sunday	14.0769	12.5918	ATL	LGA	5	13	2012
10.0334	2012-01-10	Regular	Tuesday	10.9	9.07802	DEN	ATL	1	10	2012
12.0823	2012-05-11	Regular	Friday	12.8148	9.07675	LAX	DFW	5	11	2012
11.7163	2011-11-07	Regular	Monday	9.3125	7.79503	ORD	DTW	11	7	2011
11.2605	2012-04-26	Regular	Thursday	9.6	8.29331	DEN	ORD	4	26	2012
10.5286	2012-10-20	Regular	Saturday	13.6	10.9163	ORD	BOS	10	20	2012
13.0724	2012-02-27	Regular	Monday	7.76471	5.9951	LGA	ORD	2	27	2012
11.4866	2013-01-15	Regular	Tuesday	10.6957	7.71913	ATL	ORD	1	15	2013
11.3474	2012-06-04	Regular	Monday	11.9583	10.2299	LAX	ATL	6	4	2012
11.5448	2012-09-12	Regular	Wednesday	9.85	6.5476	ATL	BOS	9	12	2012
11.1786	2011-11-11	Veterans Day	Friday	8.94118	7.02202	LAX	SEA	11	11	2011
7.86928	2012-05-05	Regular	Saturday	5	3.85861	BOS	LGA	5	5	2012
11.4787	2012-01-11	Regular	Wednesday	8.68421	7.08718	PHL	ATL	1	11	2012
10.6865	2011-11-19	Regular	Saturday	15.9	10.9807	LAX	DEN	11	19	2011
11.9019	2011-11-08	Regular	Tuesday	14.4615	10.2459	LAX	ORD	11	8	2011
8.60709	2012-08-11	Regular	Saturday	11.3	8.3294	EWR	BOS	8	11	2012
11.4667	2011-09-20	Regular	Tuesday	10.5714	7.13843	LGA	DFW	9	20	2011
10.2749	2012-04-17	Regular	Tuesday	7.07143	5.48374	SFO	ATL	4	17	2012
12.4194	2012-07-20	Regular	Friday	11.4091	7.82949	ATL	LGA	7	20	2012
11.3559	2011-10-27	Regular	Thursday	9	6.95521	ORD	DEN	10	27	2011
12.8164	2012-01-31	Regular	Tuesday	13.1538	10.6984	LAX	JFK	1	31	2012
10.3048	2011-09-23	Regular	Friday	13.2963	8.38412	JFK	MCO	9	23	2011
12.0122	2012-02-27	Regular	Monday	8.47059	7.36646	ORD	ATL	2	27	2012
10.7343	2012-03-28	Regular	Wednesday	13.2593	8.3831	PHL	MCO	3	28	2012
8.66168	2012-03-17	Regular	Saturday	10.2941	9.3325	BOS	EWR	3	17	2012
8.86533	2012-03-31	Regular	Saturday	8.25	6.10464	CLT	ATL	3	31	2012
11.4101	2012-03-08	Regular	Thursday	12.6087	9.66596	DEN	LAX	3	8	2012
11.4346	2012-01-23	Regular	Monday	6.30769	4.44193	BOS	EWR	1	23	2012
11.5562	2013-02-04	Regular	Monday	11.15	11.1037	BOS	EWR	2	4	2013
13.9759	2011-11-10	Regular	Thursday	11.1739	8.65318	LGA	ORD	11	10	2011
11.3811	2012-04-20	Regular	Friday	10.8333	10.4727	DTW	ORD	4	20	2012
10.7809	2012-05-31	Regular	Thursday	14.1071	9.05268	ORD	SEA	5	31	2012
12.4596	2012-02-24	Regular	Friday	10.9474	11.8391	DFW	ATL	2	24	2012
12.1854	2012-02-22	Regular	Wednesday	10	7.95822	DFW	ATL	2	22	2012
10.522	2012-03-21	Regular	Wednesday	8.52941	6.02202	DEN	LAS	3	21	2012
10.4131	2013-02-13	Regular	Wednesday	8.625	6.90773	DEN	MSP	2	13	2013
11.9701	2012-07-10	Regular	Tuesday	13	8.96082	DFW	LAX	7	10	2012
10.5286	2013-01-04	Regular	Friday	13.88	12.1769	LAX	LAS	1	4	2013
10.998	2012-09-03	Labor Day	Monday	13.5769	9.61321	DEN	LAX	9	3	2012
10.4409	2011-10-15	Regular	Saturday	12.3182	9.35229	DTW	LGA	10	15	2011
10.7343	2011-10-18	Regular	Tuesday	10.7273	8.06628	MSP	DEN	10	18	2011
10.7809	2011-11-20	Regular	Sunday	12.25	8.76381	LAS	DFW	11	20	2011
11.5062	2012-12-07	Regular	Friday	12.44	9.56155	MCO	EWR	12	7	2012
12.9325	2011-09-26	Regular	Monday	12.8333	8.87922	ORD	DFW	9	26	2011
10.8872	2012-04-12	Regular	Thursday	9.65	6.14967	MSP	DEN	4	12	2012
13.2885	2012-08-20	Regular	Monday	19.4359	12.0673	JFK	LAX	8	20	2012
11.3644	2012-07-26	Regular	Thursday	10.619	7.16573	DEN	SFO	7	26	2012
8.64366	2012-12-29	Regular	Saturday	11.5	8.15183	EWR	SFO	12	29	2012
11.3894	2012-06-14	Regular	Thursday	16.6333	12.9893	LAS	SFO	6	14	2012
9.55607	2012-07-07	Regular	Saturday	10.7727	6.89328	DEN	LAS	7	7	2012
11.1552	2012-07-11	Regular	Wednesday	13.4444	8.59487	SEA	ORD	7	11	2012
11.3686	2012-06-08	Regular	Friday	11.4167	9.39897	SEA	SFO	6	8	2012
11.3894	2012-01-05	Regular	Thursday	14.3704	11.563	LAX	ATL	1	5	2012
10.9826	2011-11-10	Regular	Thursday	11.4	9.00526	LAS	DEN	11	10	2011
10.7343	2012-05-16	Regular	Wednesday	8.8	6.22051	ATL	DEN	5	16	2012
10.1256	2013-02-09	Regular	Saturday	14.3793	10.3834	JFK	MCO	2	9	2013
11.3769	2013-02-19	Regular	Tuesday	10.8696	7.91032	SFO	SEA	2	19	2013
12.2176	2012-03-09	Regular	Friday	9.64706	8.09275	ORD	DFW	3	9	2012
9.77573	2012-01-07	Regular	Saturday	10.2727	7.86906	MSP	ATL	1	7	2012
12.0621	2012-04-20	Regular	Friday	12.72	11.036	ORD	LAX	4	20	2012
12.0417	2012-03-12	Regular	Monday	9.55556	7.40606	SFO	ORD	3	12	2012
10.9461	2012-08-30	Regular	Thursday	12.5714	9.90743	DEN	PHX	8	30	2012
11.6561	2012-02-28	Regular	Tuesday	8.61111	6.85256	ORD	ATL	2	28	2012
11.5938	2012-02-09	Regular	Thursday	10.1	6.82796	SEA	SFO	2	9	2012
11.9731	2011-10-28	Regular	Friday	13.3846	9.11735	SFO	BOS	10	28	2011
11.7542	2013-01-18	Regular	Friday	11.6522	7.88329	ORD	LAX	1	18	2013
8.30725	2012-10-30	Regular	Tuesday	9.14286	7.94071	PHL	DFW	10	30	2012
11.0285	2012-03-08	Regular	Thursday	11.0476	7.99673	LAS	DEN	3	8	2012
10.6312	2012-09-03	Labor Day	Monday	15.4815	11.1334	ORD	EWR	9	3	2012
11.7336	2011-10-24	Regular	Monday	11.9583	7.70364	EWR	LAX	10	24	2011
11.5713	2012-03-19	Regular	Monday	11	7.72658	ATL	BOS	3	19	2012
11.0235	2012-01-20	Regular	Friday	11.55	8.85245	EWR	ATL	1	20	2012
11.8377	2012-08-14	Regular	Tuesday	10.7143	8.1495	ATL	DFW	8	14	2012
9.56714	2012-09-11	Regular	Tuesday	15.84	12.5289	MIA	JFK	9	11	2012
11.2516	2011-11-13	Regular	Sunday	14.6897	10.8565	SFO	LAS	11	13	2011
10.7165	2012-01-27	Regular	Friday	8.61111	5.54276	BOS	SFO	1	27	2012
10.3196	2012-08-03	Regular	Friday	8.88889	6.11545	BOS	PHL	8	3	2012
10.9355	2013-02-24	Regular	Sunday	11.3636	7.88335	LAS	ORD	2	24	2013
12.5819	2012-10-26	Regular	Friday	13.1786	9.80949	MCO	ATL	10	26	2012
11.5371	2012-07-20	Regular	Friday	11.7273	8.57006	EWR	ORD	7	20	2012
10.5286	2012-09-24	Regular	Monday	10.3	7.66468	LAX	IAH	9	24	2012
12.5797	2011-09-12	Regular	Monday	6.84615	7.36938	LGA	BOS	9	12	2011
11.0436	2012-11-16	Regular	Friday	9.10526	5.80129	PHL	DFW	11	16	2012
11.1315	2012-03-24	Regular	Saturday	12.3636	10.3074	LAS	LAX	3	24	2012
9.18921	2011-10-15	Regular	Saturday	9.33333	6.65096	DFW	PHL	10	15	2011
11.6416	2012-02-20	Washington's Birthday	Monday	10.0526	6.96398	BOS	ORD	2	20	2012
13.1772	2012-07-22	Regular	Sunday	17.5278	12.3044	JFK	LAX	7	22	2012
9.07783	2011-12-24	Christmas Eve	Saturday	11.95	9.40031	SFO	DEN	12	24	2011
10.4409	2011-10-14	Regular	Friday	13.32	9.43274	MCO	PHL	10	14	2011
10.174	2012-11-17	Regular	Saturday	8.94444	6.32895	DFW	DEN	11	17	2012
10.7284	2012-09-24	Regular	Monday	10.7	8.02693	SFO	ATL	9	24	2012
11.2914	2012-05-29	Regular	Tuesday	7.4	5.32917	BOS	PHL	5	29	2012
11.0929	2012-03-01	Regular	Thursday	8.70588	8.54228	ATL	CLT	3	1	2012
10.3196	2012-12-26	Regular	Wednesday	9.21053	5.98683	ATL	DFW	12	26	2012
9.97223	2012-09-03	Labor Day	Monday	13.5926	8.44101	MCO	PHL	9	3	2012
10.2673	2013-02-02	Regular	Saturday	15	10.274	LAX	IAH	2	2	2013
10.3848	2012-12-01	Regular	Saturday	14.76	12.3804	LAS	LAX	12	1	2012
11.3517	2012-03-28	Regular	Wednesday	8.0625	5.40948	EWR	BOS	3	28	2012
10.1419	2012-07-14	Regular	Saturday	17.4412	11.5344	MIA	JFK	7	14	2012
10.522	2012-05-16	Regular	Wednesday	10.7368	9.2005	PHX	ORD	5	16	2012
10.7225	2012-07-22	Regular	Sunday	10.0909	7.19066	ATL	MIA	7	22	2012
11.1171	2011-11-16	Regular	Wednesday	9.11765	6.91811	IAH	ORD	11	16	2011
10.8208	2011-10-23	Regular	Sunday	10.5455	8.18667	MSP	DEN	10	23	2011
10.8152	2012-09-11	Regular	Tuesday	17.2	12.4718	ORD	SEA	9	11	2012
9.78557	2011-12-01	Regular	Thursday	7.94444	5.90585	LAS	JFK	12	1	2011
11.9051	2012-09-18	Regular	Tuesday	8.26316	5.96138	ATL	DFW	9	18	2012
12.3636	2012-12-09	Regular	Sunday	10.4783	7.4154	LGA	ORD	12	9	2012
10.9035	2012-04-11	Regular	Wednesday	12.4348	9.35087	BOS	LAX	4	11	2012
11.4019	2011-11-04	Regular	Friday	13.6667	8.95711	LAS	JFK	11	4	2011
12.8394	2012-06-07	Regular	Thursday	12.0385	8.44029	SFO	LAX	6	7	2012
9.28149	2012-02-11	Regular	Saturday	8.26667	9.02747	LAS	DFW	2	11	2012
11.0436	2012-04-16	Regular	Monday	10.7895	8.54777	EWR	BOS	4	16	2012
11.4787	2011-09-14	Regular	Wednesday	11.3182	7.69902	LGA	CLT	9	14	2011
10.6743	2011-11-05	Regular	Saturday	15.4138	10.3528	DFW	LAX	11	5	2011
11.3853	2012-05-31	Regular	Thursday	12.1818	9.66405	MCO	ATL	5	31	2012
10.8488	2011-09-26	Regular	Monday	13.5185	8.75904	JFK	MIA	9	26	2011
10.5806	2012-03-27	Regular	Tuesday	8.63158	6.58458	MIA	ATL	3	27	2012
11.0235	2012-04-26	Regular	Thursday	10.8889	10.1801	PHX	ORD	4	26	2012
11.4019	2012-10-05	Regular	Friday	20.4474	13.5541	LAS	SFO	10	5	2012
10.158	2013-02-17	Regular	Sunday	15.2857	12.4539	MIA	ATL	2	17	2013
10.9461	2011-09-24	Regular	Saturday	14.3448	8.91738	LAX	EWR	9	24	2011
11.6811	2013-02-06	Regular	Wednesday	7.14286	5.18663	DTW	ORD	2	6	2013
10.399	2012-05-28	Memorial Day	Monday	12.0833	10.4254	MIA	ATL	5	28	2012
10.2213	2011-12-10	Regular	Saturday	13.5769	9.3773	LGA	MIA	12	10	2011
8.21842	2012-01-28	Regular	Saturday	7.53846	6.52706	PHL	BOS	1	28	2012
11.5676	2012-08-19	Regular	Sunday	10.6667	8.51078	ATL	DFW	8	19	2012
11.3432	2012-04-27	Regular	Friday	11.0476	8.12081	SFO	DEN	4	27	2012
11.5486	2012-04-13	Regular	Friday	11.35	9.41597	SEA	SFO	4	13	2012
11.9548	2012-01-20	Regular	Friday	13.1538	10.4372	LAX	DFW	1	20	2012
10.832	2012-05-15	Regular	Tuesday	9.85	6.44225	SFO	DEN	5	15	2012
10.8095	2012-09-19	Regular	Wednesday	12.2609	8.8483	DEN	SEA	9	19	2012
12.5353	2012-01-27	Regular	Friday	13.84	11.8486	SFO	JFK	1	27	2012
10.7106	2012-01-02	Regular	Monday	14.1923	10.8665	LGA	DFW	1	2	2012
11.1315	2012-03-11	Regular	Sunday	9.38889	7.20407	EWR	ORD	3	11	2012
11.9883	2012-02-16	Regular	Thursday	10.05	8.62356	ORD	ATL	2	16	2012
12.2256	2012-11-01	Regular	Thursday	12.8696	10.0603	ORD	ATL	11	1	2012
9.52246	2013-01-19	Regular	Saturday	8.88235	6.47961	DEN	LAS	1	19	2013
9.31968	2012-07-07	Regular	Saturday	9.22222	6.74367	LGA	DTW	7	7	2012
11.8507	2013-01-24	Regular	Thursday	8.64706	6.02019	ORD	EWR	1	24	2013
10.6061	2012-06-08	Regular	Friday	11.913	8.15706	PHL	MCO	6	8	2012
10.0926	2012-04-01	Regular	Sunday	9.42105	7.61078	ATL	DTW	4	1	2012
12.847	2011-11-03	Regular	Thursday	11.1667	7.99819	MSP	ORD	11	3	2011
10.6374	2012-08-08	Regular	Wednesday	13.1111	8.11614	LAX	IAH	8	8	2012
11.3131	2011-09-02	Regular	Friday	11.5217	7.68629	MSP	ORD	9	2	2011
9.909	2012-10-28	Regular	Sunday	9.1	6.60861	DFW	PHL	10	28	2012
10.8981	2012-01-01	New Year's Day	Sunday	10.9091	7.17741	ORD	LGA	1	1	2012
11.4787	2012-02-24	Regular	Friday	7.46667	5.40987	BOS	ORD	2	24	2012
10.6804	2012-03-26	Regular	Monday	14.9643	10.6926	JFK	MCO	3	26	2012
11.8345	2013-01-17	Regular	Thursday	15.8276	12.7869	ORD	LAX	1	17	2013
13.3109	2011-09-20	Regular	Tuesday	13.3448	8.87724	LAX	JFK	9	20	2011
10.6124	2012-09-07	Regular	Friday	14.2222	9.75205	MCO	EWR	9	7	2012
11.541	2012-03-15	Regular	Thursday	9.94737	7.21475	ATL	BOS	3	15	2012
10.5087	2013-01-24	Regular	Thursday	9.72222	7.69878	BOS	LAX	1	24	2013
10.587	2012-11-30	Regular	Friday	11.3333	9.32917	LAS	DEN	11	30	2012
10.5613	2013-03-02	Regular	Saturday	14.6923	11.8381	MCO	ATL	3	2	2013
11.0881	2012-08-30	Regular	Thursday	10.3889	8.83269	PHL	BOS	8	30	2012
10.9514	2012-07-01	Regular	Sunday	11.2917	8.53371	ATL	PHL	7	1	2012
11.4747	2013-01-07	Regular	Monday	13.7273	12.3912	SFO	ORD	1	7	2013
11.6988	2012-01-18	Regular	Wednesday	10.5	9.30686	DFW	ATL	1	18	2012
11.5062	2012-03-11	Regular	Sunday	10.7	7.88136	PHL	MCO	3	11	2012
10.6249	2011-12-23	Regular	Friday	16.129	11.0446	IAH	LAX	12	23	2011
12.8527	2011-12-14	Regular	Wednesday	14.4231	10.2144	SFO	LAX	12	14	2011
11.0536	2012-05-13	Regular	Sunday	10.8095	7.97884	LAS	ORD	5	13	2012
11.406	2013-02-04	Regular	Monday	6.30769	4.36625	CLT	LGA	2	4	2013
10.8095	2012-11-21	Thanksgiving Eve	Wednesday	11.7391	9.92342	DFW	LAX	11	21	2012
9.87189	2013-02-20	Regular	Wednesday	13.5455	10.9359	IAH	LAX	2	20	2013
10.5548	2013-01-27	Regular	Sunday	11.75	7.51376	MCO	EWR	1	27	2013
11.7371	2012-03-12	Regular	Monday	14.3571	11.1628	ATL	LAX	3	12	2012
11.1457	2011-12-15	Regular	Thursday	6.5625	4.66146	ATL	EWR	12	15	2011
10.8264	2012-10-28	Regular	Sunday	13.6897	9.35454	LAS	JFK	10	28	2012
11.5448	2011-10-22	Regular	Saturday	13	8.4947	ORD	SFO	10	22	2011
10.5021	2012-07-24	Regular	Tuesday	10	8.46955	DFW	PHL	7	24	2012
11.3045	2012-11-05	Regular	Monday	4	2.73861	PHL	BOS	11	5	2012
12.4829	2012-03-01	Regular	Thursday	10.7778	11.0217	ORD	DFW	3	1	2012
11.9456	2012-05-22	Regular	Tuesday	9.83333	10.1764	ORD	ATL	5	22	2012
11.8988	2012-12-13	Regular	Thursday	8.875	7.60592	ORD	PHL	12	13	2012
10.434	2012-12-07	Regular	Friday	8.72222	7.62199	JFK	MIA	12	7	2012
10.4131	2012-04-03	Regular	Tuesday	10.0526	10.2332	EWR	ATL	4	3	2012
12.1247	2012-08-20	Regular	Monday	13.3043	10.8017	DFW	LAX	8	20	2012
11.5448	2012-10-22	Regular	Monday	6.61538	4.87405	PHL	BOS	10	22	2012
11.1879	2011-09-06	Regular	Tuesday	13.7037	8.69047	LAX	DEN	9	6	2011
11.2291	2012-11-11	Veterans Day	Sunday	8.17647	5.31784	ORD	EWR	11	11	2012
11.0734	2012-06-04	Regular	Monday	9.38889	6.53622	DEN	PHX	6	4	2012
11.7336	2012-02-17	Regular	Friday	8.4375	7.1923	SFO	BOS	2	17	2012
11.7302	2012-11-02	Regular	Friday	11.5	9.38924	ORD	ATL	11	2	2012
10.1009	2012-11-11	Veterans Day	Sunday	15.6786	11.9909	JFK	MIA	11	11	2012
11.5486	2011-09-28	Regular	Wednesday	8.52632	6.31901	ORD	DTW	9	28	2011
11.2694	2012-01-13	Regular	Friday	14.24	11.2779	MCO	PHL	1	13	2012
10.5548	2012-04-13	Regular	Friday	8.55556	5.4365	DFW	LAS	4	13	2012
11.6561	2012-06-26	Regular	Tuesday	10.3333	6.74043	DFW	DEN	6	26	2012
10.6124	2012-10-24	Regular	Wednesday	9.95238	8.10232	DEN	SEA	10	24	2012
9.55607	2012-04-28	Regular	Saturday	7.875	5.26466	LGA	DFW	4	28	2012
10.1978	2012-06-19	Juneteenth	Tuesday	17.1562	12.1844	JFK	MIA	6	19	2012
12.1772	2013-01-24	Regular	Thursday	14.0417	11.8192	LAX	ORD	1	24	2013
10.9566	2012-08-08	Regular	Wednesday	9.04762	6.12761	EWR	ATL	8	8	2012
11.4628	2012-10-30	Regular	Tuesday	14.2083	11.2094	DFW	LAX	10	30	2012
10.2749	2012-02-25	Regular	Saturday	13.2308	8.78775	PHL	MCO	2	25	2012
11.4787	2012-05-09	Regular	Wednesday	10.3158	8.90725	SFO	BOS	5	9	2012
11.6197	2012-03-06	Regular	Tuesday	14.3333	13.4646	ATL	ORD	3	6	2012
10.3196	2011-12-11	Regular	Sunday	10.8	8.88879	SFO	ATL	12	11	2011
10.4201	2013-02-17	Regular	Sunday	9.72727	6.77658	DEN	PHX	2	17	2013
13.349	2012-10-22	Regular	Monday	18.5263	12.6293	LAX	JFK	10	22	2012
11.1027	2012-02-09	Regular	Thursday	9.5625	9.09189	DFW	PHL	2	9	2012
10.1419	2011-12-26	Regular	Monday	15.0345	10.3905	MIA	LGA	12	26	2011
11.2154	2012-05-10	Regular	Thursday	9.78947	7.24629	BOS	LAX	5	10	2012
9.6322	2012-12-22	Regular	Saturday	14.6364	12.8935	ORD	ATL	12	22	2012
10.229	2012-09-03	Labor Day	Monday	12.913	10.0991	ORD	DEN	9	3	2012
11.3347	2011-10-23	Regular	Sunday	11.5	6.49359	PHL	ORD	10	23	2011
11.5371	2012-10-14	Regular	Sunday	15.069	10.1803	SEA	LAX	10	14	2012
10.1009	2012-06-12	Regular	Tuesday	10	6.72779	PHX	ORD	6	12	2012
9.36942	2011-12-26	Regular	Monday	9.16667	6.96419	ATL	EWR	12	26	2011
10.3048	2012-08-25	Regular	Saturday	14.6667	9.87616	LGA	MIA	8	25	2012
11.5975	2012-09-28	Regular	Friday	10.5	8.91298	ATL	DFW	9	28	2012
9.55607	2012-01-02	Regular	Monday	14.7692	11.1904	DTW	ORD	1	2	2012
10.6124	2012-02-17	Regular	Friday	9.52941	8.32254	LAS	ORD	2	17	2012
10.9826	2012-05-29	Regular	Tuesday	10.7273	6.9157	LAX	BOS	5	29	2012
9.41786	2012-05-27	Regular	Sunday	11.7391	10.3933	ATL	ORD	5	27	2012
10.9566	2012-07-08	Regular	Sunday	15	11.1853	DEN	SFO	7	8	2012
10.3633	2012-10-11	Regular	Thursday	15.2759	10.2779	JFK	MCO	10	11	2012
10.832	2012-05-16	Regular	Wednesday	7	4.47214	PHL	DFW	5	16	2012
10.8818	2011-09-26	Regular	Monday	10.5714	6.93953	DFW	PHL	9	26	2011
11.0929	2012-07-22	Regular	Sunday	13.24	9.56678	DEN	SFO	7	22	2012
9.93636	2012-09-03	Labor Day	Monday	13.625	10.886	SFO	ATL	9	3	2012
11.0336	2012-04-02	Regular	Monday	10.75	10.5357	DEN	ORD	4	2	2012
11.2245	2012-11-25	Regular	Sunday	13.5769	11.2327	ORD	SFO	11	25	2012
10.587	2012-11-02	Regular	Friday	6.5	4.1833	DEN	MSP	11	2	2012
12.7495	2011-11-17	Regular	Thursday	8.65	6.01992	DFW	ATL	11	17	2011
11.841	2012-08-24	Regular	Friday	13.8889	9.57695	ORD	SFO	8	24	2012
12.1331	2012-07-12	Regular	Thursday	12.6957	9.21182	ATL	DFW	7	12	2012
10.1899	2011-12-25	Christmas Day	Sunday	12.08	9.09175	LAS	LAX	12	25	2011
10.1256	2013-01-09	Regular	Wednesday	11	8.01249	PHL	MCO	1	9	2013
9.97223	2013-01-19	Regular	Saturday	12.08	9.06422	LAX	SEA	1	19	2013
11.3894	2011-11-16	Regular	Wednesday	8.125	5.79511	DEN	DFW	11	16	2011
10.3416	2012-04-03	Regular	Tuesday	9.15789	7.40318	SFO	EWR	4	3	2012
11.287	2012-09-19	Regular	Wednesday	7.875	7.62343	EWR	ATL	9	19	2012
10.1338	2013-02-10	Regular	Sunday	10.1176	7.98344	IAH	ORD	2	10	2013
9.68474	2012-09-15	Regular	Saturday	11.4444	10.8477	ATL	EWR	9	15	2012
10.3196	2012-06-17	Regular	Sunday	9.66667	7.34847	DEN	LAS	6	17	2012
11.0734	2012-04-20	Regular	Friday	9.78947	7.42802	DEN	ORD	4	20	2012
13.9697	2011-10-26	Regular	Wednesday	10.0909	7.65263	ORD	LGA	10	26	2011
13.6427	2012-09-07	Regular	Friday	11.913	8.85701	LGA	ORD	9	7	2012
11.22	2012-03-27	Regular	Tuesday	6.2	4.61674	LGA	CLT	3	27	2012
12.0092	2012-04-09	Regular	Monday	9.52632	6.68637	LGA	DFW	4	9	2012
10.2135	2012-06-16	Regular	Saturday	12.2632	12.1419	EWR	ORD	6	16	2012
10.1978	2013-01-13	Regular	Sunday	13.0909	12.282	EWR	BOS	1	13	2013
11.0881	2012-03-23	Regular	Friday	8.70588	6.14171	LGA	CLT	3	23	2012
11.5676	2012-06-13	Regular	Wednesday	9.78947	7.3604	SFO	SEA	6	13	2012
11.7163	2012-10-05	Regular	Friday	17.5882	12.8136	LAX	LAS	10	5	2012
9.67435	2012-11-23	Regular	Friday	13.1739	8.93233	ATL	MCO	11	23	2012
11.2017	2012-02-27	Regular	Monday	6.875	5.058	BOS	EWR	2	27	2012
10.5934	2012-10-22	Regular	Monday	7.35294	5.47655	PHX	DEN	10	22	2012
10.6865	2012-07-04	4th of July	Wednesday	10.3	8.6639	LGA	ATL	7	4	2012
10.5613	2012-12-28	Regular	Friday	11.913	10.7868	DTW	LGA	12	28	2012
11.4507	2012-03-20	Regular	Tuesday	6.33333	4.90869	ATL	PHL	3	20	2012
12.2016	2013-01-30	Regular	Wednesday	14.2143	9.25506	LGA	MIA	1	30	2013
10.3561	2012-03-03	Regular	Saturday	8.47059	5.76756	ATL	PHL	3	3	2012
11.3977	2012-06-27	Regular	Wednesday	11.3636	7.98538	BOS	SFO	6	27	2012
10.4751	2012-07-25	Regular	Wednesday	14	9.15255	LAX	EWR	7	25	2012
12.5599	2011-10-20	Regular	Thursday	15.1333	9.78293	ORD	LAX	10	20	2011
10.4819	2012-04-17	Regular	Tuesday	7.17647	5.17488	LAX	BOS	4	17	2012
11.5864	2011-11-05	Regular	Saturday	15.3226	10.8578	LAX	ORD	11	5	2011
11.8507	2012-08-30	Regular	Thursday	16.28	12.3407	SFO	DFW	8	30	2012
10.9088	2011-12-07	Regular	Wednesday	9.05263	5.72008	DEN	ATL	12	7	2011
9.75589	2012-10-06	Regular	Saturday	11.1667	9.78745	PHL	ORD	10	6	2012
9.30704	2012-08-25	Regular	Saturday	12.5652	8.98396	LAS	DEN	8	25	2012
10.5677	2012-05-20	Regular	Sunday	9.10526	5.82041	PHX	DEN	5	20	2012
11.2017	2012-10-21	Regular	Sunday	14.4667	10.4642	DTW	LGA	10	21	2012
9.92728	2012-06-03	Regular	Sunday	3.7	3.05687	LGA	BOS	6	3	2012
9.94539	2011-11-23	Thanksgiving Eve	Wednesday	10.65	7.4075	DEN	ORD	11	23	2011
10.158	2012-09-22	Regular	Saturday	11.8095	9.0367	ORD	DEN	9	22	2012
10.6682	2012-08-14	Regular	Tuesday	17.129	11.7353	SFO	EWR	8	14	2012
10.8376	2013-01-03	Regular	Thursday	18.5143	12.5473	LAX	DEN	1	3	2013
12.5797	2012-03-09	Regular	Friday	11.7727	10.4605	LAX	SFO	3	9	2012
12.0003	2012-07-11	Regular	Wednesday	10.3636	8.06253	ORD	ATL	7	11	2012
11.3559	2012-09-19	Regular	Wednesday	11.7727	8.9811	ORD	DEN	9	19	2012
11.3811	2011-12-05	Regular	Monday	14.68	11.2942	IAH	LAX	12	5	2011
10.8708	2012-07-05	Regular	Thursday	16.5	9.95825	JFK	LAS	7	5	2012
9.56714	2011-12-31	New Year's Eve	Saturday	14.9231	11.4819	SFO	ORD	12	31	2011
11.1786	2012-05-10	Regular	Thursday	7.77778	5.65223	LGA	DTW	5	10	2012
